Freq,v,a
2.23488178296595e+03,1.10902977783605e-04,1.05304642971297e-02
2.23559227764043e+03,1.10973495835271e-04,1.05338113101808e-02
2.23630299818936e+03,1.11044058721110e-04,1.05371593865773e-02
2.23701394468454e+03,1.11114666469622e-04,1.05405085266564e-02
2.23772511719781e+03,1.11185319109322e-04,1.05438587307558e-02
2.23843651580101e+03,1.11256016668744e-04,1.05472099992130e-02
2.23914814056602e+03,1.11326759176444e-04,1.05505623323657e-02
2.23985999156476e+03,1.11397546660990e-04,1.05539157305518e-02
2.24057206886912e+03,1.11468379150972e-04,1.05572701941090e-02
2.24128437255107e+03,1.11539256674998e-04,1.05606257233754e-02
2.24199690268257e+03,1.11610179261693e-04,1.05639823186892e-02
2.24270965933560e+03,1.11681146939700e-04,1.05673399803885e-02
2.24342264258220e+03,1.11752159737681e-04,1.05706987088118e-02
2.24413585249438e+03,1.11823217684317e-04,1.05740585042974e-02
2.24484928914421e+03,1.11894320808306e-04,1.05774193671839e-02
2.24556295260378e+03,1.11965469138364e-04,1.05807812978099e-02
2.24627684294518e+03,1.12036662703226e-04,1.05841442965143e-02
2.24699096024055e+03,1.12107901531645e-04,1.05875083636359e-02
2.24770530456204e+03,1.12179185652392e-04,1.05908734995136e-02
2.24841987598182e+03,1.12250515094257e-04,1.05942397044865e-02
2.24913467457209e+03,1.12321889886048e-04,1.05976069788939e-02
2.24984970040507e+03,1.12393310056590e-04,1.06009753230750e-02
2.25056495355300e+03,1.12464775634729e-04,1.06043447373692e-02
2.25128043408816e+03,1.12536286649327e-04,1.06077152221161e-02
2.25199614208281e+03,1.12607843129265e-04,1.06110867776553e-02
2.25271207760929e+03,1.12679445103443e-04,1.06144594043264e-02
2.25342824073992e+03,1.12751092600778e-04,1.06178331024694e-02
2.25414463154707e+03,1.12822785650207e-04,1.06212078724242e-02
2.25486125010311e+03,1.12894524280685e-04,1.06245837145308e-02
2.25557809648045e+03,1.12966308521183e-04,1.06279606291293e-02
2.25629517075151e+03,1.13038138400695e-04,1.06313386165601e-02
2.25701247298874e+03,1.13110013948229e-04,1.06347176771635e-02
2.25773000326463e+03,1.13181935192814e-04,1.06380978112800e-02
2.25844776165165e+03,1.13253902163497e-04,1.06414790192502e-02
2.25916574822234e+03,1.13325914889342e-04,1.06448613014147e-02
2.25988396304924e+03,1.13397973399434e-04,1.06482446581144e-02
2.26060240620490e+03,1.13470077722874e-04,1.06516290896902e-02
2.26132107776193e+03,1.13542227888783e-04,1.06550145964832e-02
2.26203997779292e+03,1.13614423926300e-04,1.06584011788343e-02
2.26275910637052e+03,1.13686665864583e-04,1.06617888370849e-02
2.26347846356739e+03,1.13758953732808e-04,1.06651775715763e-02
2.26419804945619e+03,1.13831287560169e-04,1.06685673826499e-02
2.26491786410964e+03,1.13903667375880e-04,1.06719582706474e-02
2.26563790760047e+03,1.13976093209173e-04,1.06753502359103e-02
2.26635818000142e+03,1.14048565089297e-04,1.06787432787804e-02
2.26707868138526e+03,1.14121083045522e-04,1.06821373995997e-02
2.26779941182480e+03,1.14193647107135e-04,1.06855325987101e-02
2.26852037139286e+03,1.14266257303443e-04,1.06889288764537e-02
2.26924156016226e+03,1.14338913663770e-04,1.06923262331727e-02
2.26996297820589e+03,1.14411616217460e-04,1.06957246692094e-02
2.27068462559663e+03,1.14484364993874e-04,1.06991241849063e-02
2.27140650240739e+03,1.14557160022393e-04,1.07025247806058e-02
2.27212860871111e+03,1.14630001332418e-04,1.07059264566506e-02
2.27285094458074e+03,1.14702888953364e-04,1.07093292133835e-02
2.27357351008927e+03,1.14775822914671e-04,1.07127330511474e-02
2.27429630530971e+03,1.14848803245792e-04,1.07161379702850e-02
2.27501933031507e+03,1.14921829976202e-04,1.07195439711397e-02
2.27574258517842e+03,1.14994903135393e-04,1.07229510540544e-02
2.27646606997282e+03,1.15068022752879e-04,1.07263592193725e-02
2.27718978477138e+03,1.15141188858187e-04,1.07297684674375e-02
2.27791372964721e+03,1.15214401480869e-04,1.07331787985927e-02
2.27863790467346e+03,1.15287660650492e-04,1.07365902131819e-02
2.27936230992329e+03,1.15360966396642e-04,1.07400027115487e-02
2.28008694546991e+03,1.15434318748925e-04,1.07434162940370e-02
2.28081181138651e+03,1.15507717736965e-04,1.07468309609907e-02
2.28153690774634e+03,1.15581163390405e-04,1.07502467127538e-02
2.28226223462267e+03,1.15654655738908e-04,1.07536635496706e-02
2.28298779208876e+03,1.15728194812153e-04,1.07570814720852e-02
2.28371358021794e+03,1.15801780639842e-04,1.07605004803421e-02
2.28443959908352e+03,1.15875413251691e-04,1.07639205747857e-02
2.28516584875887e+03,1.15949092677439e-04,1.07673417557606e-02
2.28589232931736e+03,1.16022818946841e-04,1.07707640236116e-02
2.28661904083240e+03,1.16096592089674e-04,1.07741873786833e-02
2.28734598337740e+03,1.16170412135731e-04,1.07776118213208e-02
2.28807315702581e+03,1.16244279114824e-04,1.07810373518691e-02
2.28880056185110e+03,1.16318193056787e-04,1.07844639706733e-02
2.28952819792677e+03,1.16392153991470e-04,1.07878916780787e-02
2.29025606532634e+03,1.16466161948743e-04,1.07913204744305e-02
2.29098416412334e+03,1.16540216958494e-04,1.07947503600744e-02
2.29171249439134e+03,1.16614319050633e-04,1.07981813353557e-02
2.29244105620392e+03,1.16688468255084e-04,1.08016134006203e-02
2.29316984963470e+03,1.16762664601795e-04,1.08050465562139e-02
2.29389887475731e+03,1.16836908120730e-04,1.08084808024824e-02
2.29462813164541e+03,1.16911198841874e-04,1.08119161397719e-02
2.29535762037268e+03,1.16985536795228e-04,1.08153525684283e-02
2.29608734101282e+03,1.17059922010816e-04,1.08187900887981e-02
2.29681729363957e+03,1.17134354518678e-04,1.08222287012274e-02
2.29754747832666e+03,1.17208834348875e-04,1.08256684060628e-02
2.29827789514788e+03,1.17283361531486e-04,1.08291092036508e-02
2.29900854417703e+03,1.17357936096608e-04,1.08325510943380e-02
2.29973942548792e+03,1.17432558074361e-04,1.08359940784713e-02
2.30047053915441e+03,1.17507227494880e-04,1.08394381563975e-02
2.30120188525036e+03,1.17581944388321e-04,1.08428833284637e-02
2.30193346384965e+03,1.17656708784860e-04,1.08463295950168e-02
2.30266527502622e+03,1.17731520714690e-04,1.08497769564042e-02
2.30339731885399e+03,1.17806380208024e-04,1.08532254129732e-02
2.30412959540693e+03,1.17881287295096e-04,1.08566749650711e-02
2.30486210475903e+03,1.17956242006157e-04,1.08601256130456e-02
2.30559484698429e+03,1.18031244371478e-04,1.08635773572443e-02
2.30632782215675e+03,1.18106294421349e-04,1.08670301980149e-02
2.30706103035046e+03,1.18181392186080e-04,1.08704841357053e-02
2.30779447163951e+03,1.18256537695999e-04,1.08739391706635e-02
2.30852814609800e+03,1.18331730981454e-04,1.08773953032377e-02
2.30926205380005e+03,1.18406972072812e-04,1.08808525337759e-02
2.30999619481982e+03,1.18482261000461e-04,1.08843108626265e-02
2.31073056923148e+03,1.18557597794805e-04,1.08877702901379e-02
2.31146517710923e+03,1.18632982486270e-04,1.08912308166587e-02
2.31220001852729e+03,1.18708415105301e-04,1.08946924425375e-02
2.31293509355990e+03,1.18783895682361e-04,1.08981551681230e-02
2.31367040228134e+03,1.18859424247933e-04,1.09016189937642e-02
2.31440594476589e+03,1.18935000832520e-04,1.09050839198099e-02
2.31514172108788e+03,1.19010625466644e-04,1.09085499466093e-02
2.31587773132164e+03,1.19086298180847e-04,1.09120170745116e-02
2.31661397554153e+03,1.19162019005688e-04,1.09154853038660e-02
2.31735045382195e+03,1.19237787971748e-04,1.09189546350220e-02
2.31808716623730e+03,1.19313605109627e-04,1.09224250683290e-02
2.31882411286201e+03,1.19389470449944e-04,1.09258966041369e-02
2.31956129377055e+03,1.19465384023336e-04,1.09293692427951e-02
2.32029870903740e+03,1.19541345860463e-04,1.09328429846537e-02
2.32103635873706e+03,1.19617355992001e-04,1.09363178300626e-02
2.32177424294406e+03,1.19693414448647e-04,1.09397937793719e-02
2.32251236173295e+03,1.19769521261118e-04,1.09432708329317e-02
2.32325071517832e+03,1.19845676460149e-04,1.09467489910924e-02
2.32398930335475e+03,1.19921880076496e-04,1.09502282542044e-02
2.32472812633687e+03,1.19998132140935e-04,1.09537086226181e-02
2.32546718419934e+03,1.20074432684259e-04,1.09571900966842e-02
2.32620647701681e+03,1.20150781737282e-04,1.09606726767535e-02
2.32694600486400e+03,1.20227179330838e-04,1.09641563631767e-02
2.32768576781561e+03,1.20303625495781e-04,1.09676411563049e-02
2.32842576594638e+03,1.20380120262984e-04,1.09711270564892e-02
2.32916599933109e+03,1.20456663663338e-04,1.09746140640807e-02
2.32990646804453e+03,1.20533255727756e-04,1.09781021794306e-02
2.33064717216150e+03,1.20609896487169e-04,1.09815914028905e-02
2.33138811175684e+03,1.20686585972530e-04,1.09850817348118e-02
2.33212928690543e+03,1.20763324214809e-04,1.09885731755462e-02
2.33287069768213e+03,1.20840111244996e-04,1.09920657254453e-02
2.33361234416186e+03,1.20916947094102e-04,1.09955593848611e-02
2.33435422641956e+03,1.20993831793158e-04,1.09990541541455e-02
2.33509634453018e+03,1.21070765373213e-04,1.10025500336506e-02
2.33583869856869e+03,1.21147747865337e-04,1.10060470237285e-02
2.33658128861011e+03,1.21224779300618e-04,1.10095451247316e-02
2.33732411472947e+03,1.21301859710167e-04,1.10130443370122e-02
2.33806717700180e+03,1.21378989125111e-04,1.10165446609229e-02
2.33881047550220e+03,1.21456167576599e-04,1.10200460968163e-02
2.33955401030576e+03,1.21533395095801e-04,1.10235486450452e-02
2.34029778148759e+03,1.21610671713903e-04,1.10270523059623e-02
2.34104178912286e+03,1.21687997462114e-04,1.10305570799207e-02
2.34178603328673e+03,1.21765372371662e-04,1.10340629672734e-02
2.34253051405440e+03,1.21842796473794e-04,1.10375699683736e-02
2.34327523150108e+03,1.21920269799778e-04,1.10410780835746e-02
2.34402018570202e+03,1.21997792380902e-04,1.10445873132298e-02
2.34476537673249e+03,1.22075364248472e-04,1.10480976576927e-02
2.34551080466777e+03,1.22152985433815e-04,1.10516091173170e-02
2.34625646958319e+03,1.22230655968279e-04,1.10551216924564e-02
2.34700237155407e+03,1.22308375883231e-04,1.10586353834648e-02
2.34774851065579e+03,1.22386145210057e-04,1.10621501906961e-02
2.34849488696373e+03,1.22463963980164e-04,1.10656661145044e-02
2.34924150055329e+03,1.22541832224980e-04,1.10691831552439e-02
2.34998835149992e+03,1.22619749975950e-04,1.10727013132689e-02
2.35073543987908e+03,1.22697717264542e-04,1.10762205889338e-02
2.35148276576623e+03,1.22775734122242e-04,1.10797409825931e-02
2.35223032923691e+03,1.22853800580557e-04,1.10832624946015e-02
2.35297813036662e+03,1.22931916671014e-04,1.10867851253137e-02
2.35372616923093e+03,1.23010082425159e-04,1.10903088750846e-02
2.35447444590542e+03,1.23088297874559e-04,1.10938337442692e-02
2.35522296046568e+03,1.23166563050802e-04,1.10973597332225e-02
2.35597171298735e+03,1.23244877985493e-04,1.11008868422997e-02
2.35672070354608e+03,1.23323242710260e-04,1.11044150718562e-02
2.35746993221753e+03,1.23401657256751e-04,1.11079444222474e-02
2.35821939907741e+03,1.23480121656632e-04,1.11114748938288e-02
2.35896910420145e+03,1.23558635941590e-04,1.11150064869560e-02
2.35971904766539e+03,1.23637200143333e-04,1.11185392019849e-02
2.36046922954499e+03,1.23715814293589e-04,1.11220730392712e-02
2.36121964991606e+03,1.23794478424105e-04,1.11256079991710e-02
2.36197030885442e+03,1.23873192566650e-04,1.11291440820403e-02
2.36272120643590e+03,1.23951956753011e-04,1.11326812882355e-02
2.36347234273637e+03,1.24030771014996e-04,1.11362196181127e-02
2.36422371783174e+03,1.24109635384435e-04,1.11397590720284e-02
2.36497533179790e+03,1.24188549893176e-04,1.11432996503393e-02
2.36572718471081e+03,1.24267514573087e-04,1.11468413534018e-02
2.36647927664642e+03,1.24346529456059e-04,1.11503841815729e-02
2.36723160768072e+03,1.24425594574000e-04,1.11539281352093e-02
2.36798417788973e+03,1.24504709958840e-04,1.11574732146682e-02
2.36873698734949e+03,1.24583875642529e-04,1.11610194203065e-02
2.36949003613605e+03,1.24663091657038e-04,1.11645667524816e-02
2.37024332432549e+03,1.24742358034357e-04,1.11681152115506e-02
2.37099685199393e+03,1.24821674806497e-04,1.11716647978712e-02
2.37175061921750e+03,1.24901042005490e-04,1.11752155118009e-02
2.37250462607236e+03,1.24980459663386e-04,1.11787673536973e-02
2.37325887263469e+03,1.25059927812259e-04,1.11823203239182e-02
2.37401335898069e+03,1.25139446484200e-04,1.11858744228215e-02
2.37476808518659e+03,1.25219015711321e-04,1.11894296507653e-02
2.37552305132866e+03,1.25298635525758e-04,1.11929860081076e-02
2.37627825748316e+03,1.25378305959662e-04,1.11965434952067e-02
2.37703370372640e+03,1.25458027045208e-04,1.12001021124210e-02
2.37778939013471e+03,1.25537798814590e-04,1.12036618601089e-02
2.37854531678443e+03,1.25617621300023e-04,1.12072227386290e-02
2.37930148375195e+03,1.25697494533743e-04,1.12107847483399e-02
2.38005789111367e+03,1.25777418548005e-04,1.12143478896006e-02
2.38081453894600e+03,1.25857393375086e-04,1.12179121627698e-02
2.38157142732539e+03,1.25937419047283e-04,1.12214775682067e-02
2.38232855632833e+03,1.26017495596912e-04,1.12250441062704e-02
2.38308592603130e+03,1.26097623056312e-04,1.12286117773201e-02
2.38384353651082e+03,1.26177801457841e-04,1.12321805817152e-02
2.38460138784345e+03,1.26258030833878e-04,1.12357505198152e-02
2.38535948010575e+03,1.26338311216823e-04,1.12393215919797e-02
2.38611781337432e+03,1.26418642639096e-04,1.12428937985685e-02
2.38687638772578e+03,1.26499025133137e-04,1.12464671399412e-02
2.38763520323676e+03,1.26579458731408e-04,1.12500416164579e-02
2.38839425998394e+03,1.26659943466391e-04,1.12536172284787e-02
2.38915355804400e+03,1.26740479370588e-04,1.12571939763636e-02
2.38991309749367e+03,1.26821066476523e-04,1.12607718604730e-02
2.39067287840969e+03,1.26901704816739e-04,1.12643508811673e-02
2.39143290086881e+03,1.26982394423802e-04,1.12679310388069e-02
2.39219316494783e+03,1.27063135330296e-04,1.12715123337525e-02
2.39295367072356e+03,1.27143927568827e-04,1.12750947663649e-02
2.39371441827285e+03,1.27224771172022e-04,1.12786783370049e-02
2.39447540767255e+03,1.27305666172529e-04,1.12822630460333e-02
2.39523663899954e+03,1.27386612603015e-04,1.12858488938114e-02
2.39599811233075e+03,1.27467610496170e-04,1.12894358807004e-02
2.39675982774311e+03,1.27548659884703e-04,1.12930240070614e-02
2.39752178531357e+03,1.27629760801345e-04,1.12966132732559e-02
2.39828398511913e+03,1.27710913278846e-04,1.13002036796456e-02
2.39904642723679e+03,1.27792117349979e-04,1.13037952265919e-02
2.39980911174359e+03,1.27873373047537e-04,1.13073879144567e-02
2.40057203871658e+03,1.27954680404333e-04,1.13109817436019e-02
2.40133520823284e+03,1.28036039453203e-04,1.13145767143894e-02
2.40209862036949e+03,1.28117450227000e-04,1.13181728271814e-02
2.40286227520366e+03,1.28198912758603e-04,1.13217700823400e-02
2.40362617281250e+03,1.28280427080907e-04,1.13253684802277e-02
2.40439031327319e+03,1.28361993226830e-04,1.13289680212068e-02
2.40515469666294e+03,1.28443611229313e-04,1.13325687056398e-02
2.40591932305898e+03,1.28525281121315e-04,1.13361705338896e-02
2.40668419253857e+03,1.28607002935816e-04,1.13397735063189e-02
2.40744930517897e+03,1.28688776705818e-04,1.13433776232905e-02
2.40821466105750e+03,1.28770602464344e-04,1.13469828851675e-02
2.40898026025149e+03,1.28852480244438e-04,1.13505892923131e-02
2.40974610283828e+03,1.28934410079165e-04,1.13541968450905e-02
2.41051218889526e+03,1.29016392001610e-04,1.13578055438630e-02
2.41127851849982e+03,1.29098426044880e-04,1.13614153889941e-02
2.41204509172939e+03,1.29180512242102e-04,1.13650263808475e-02
2.41281190866143e+03,1.29262650626427e-04,1.13686385197868e-02
2.41357896937341e+03,1.29344841231022e-04,1.13722518061758e-02
2.41434627394283e+03,1.29427084089080e-04,1.13758662403785e-02
2.41511382244722e+03,1.29509379233813e-04,1.13794818227590e-02
2.41588161496412e+03,1.29591726698453e-04,1.13830985536814e-02
2.41664965157111e+03,1.29674126516254e-04,1.13867164335100e-02
2.41741793234578e+03,1.29756578720493e-04,1.13903354626092e-02
2.41818645736577e+03,1.29839083344466e-04,1.13939556413434e-02
2.41895522670872e+03,1.29921640421490e-04,1.13975769700775e-02
2.41972424045231e+03,1.30004249984904e-04,1.14011994491759e-02
2.42049349867423e+03,1.30086912068068e-04,1.14048230790038e-02
2.42126300145220e+03,1.30169626704364e-04,1.14084478599259e-02
2.42203274886397e+03,1.30252393927193e-04,1.14120737923074e-02
2.42280274098731e+03,1.30335213769980e-04,1.14157008765135e-02
2.42357297790002e+03,1.30418086266169e-04,1.14193291129095e-02
2.42434345967993e+03,1.30501011449226e-04,1.14229585018609e-02
2.42511418640487e+03,1.30583989352639e-04,1.14265890437332e-02
2.42588515815272e+03,1.30667020009916e-04,1.14302207388920e-02
2.42665637500138e+03,1.30750103454587e-04,1.14338535877032e-02
2.42742783702875e+03,1.30833239720204e-04,1.14374875905327e-02
2.42819954431280e+03,1.30916428840339e-04,1.14411227477464e-02
2.42897149693149e+03,1.30999670848586e-04,1.14447590597104e-02
2.42974369496281e+03,1.31082965778560e-04,1.14483965267911e-02
2.43051613848478e+03,1.31166313663897e-04,1.14520351493548e-02
2.43128882757545e+03,1.31249714538257e-04,1.14556749277679e-02
2.43206176231289e+03,1.31333168435316e-04,1.14593158623971e-02
2.43283494277519e+03,1.31416675388778e-04,1.14629579536090e-02
2.43360836904046e+03,1.31500235432363e-04,1.14666012017705e-02
2.43438204118686e+03,1.31583848599815e-04,1.14702456072485e-02
2.43515595929255e+03,1.31667514924899e-04,1.14738911704100e-02
2.43593012343573e+03,1.31751234441402e-04,1.14775378916223e-02
2.43670453369461e+03,1.31835007183131e-04,1.14811857712526e-02
2.43747919014744e+03,1.31918833183916e-04,1.14848348096683e-02
2.43825409287248e+03,1.32002712477608e-04,1.14884850072369e-02
2.43902924194802e+03,1.32086645098079e-04,1.14921363643261e-02
2.43980463745239e+03,1.32170631079223e-04,1.14957888813036e-02
2.44058027946393e+03,1.32254670454954e-04,1.14994425585372e-02
2.44135616806100e+03,1.32338763259211e-04,1.15030973963950e-02
2.44213230332200e+03,1.32422909525952e-04,1.15067533952451e-02
2.44290868532534e+03,1.32507109289157e-04,1.15104105554556e-02
2.44368531414947e+03,1.32591362582826e-04,1.15140688773949e-02
2.44446218987285e+03,1.32675669440985e-04,1.15177283614315e-02
2.44523931257397e+03,1.32760029897677e-04,1.15213890079338e-02
2.44601668233136e+03,1.32844443986969e-04,1.15250508172707e-02
2.44679429922356e+03,1.32928911742950e-04,1.15287137898107e-02
2.44757216332912e+03,1.33013433199728e-04,1.15323779259230e-02
2.44835027472665e+03,1.33098008391436e-04,1.15360432259765e-02
2.44912863349476e+03,1.33182637352226e-04,1.15397096903403e-02
2.44990723971209e+03,1.33267320116274e-04,1.15433773193837e-02
2.45068609345732e+03,1.33352056717776e-04,1.15470461134762e-02
2.45146519480912e+03,1.33436847190950e-04,1.15507160729870e-02
2.45224454384622e+03,1.33521691570036e-04,1.15543871982860e-02
2.45302414064736e+03,1.33606589889296e-04,1.15580594897428e-02
2.45380398529131e+03,1.33691542183014e-04,1.15617329477273e-02
2.45458407785686e+03,1.33776548485495e-04,1.15654075726094e-02
2.45536441842283e+03,1.33861608831065e-04,1.15690833647591e-02
2.45614500706805e+03,1.33946723254075e-04,1.15727603245468e-02
2.45692584387140e+03,1.34031891788894e-04,1.15764384523426e-02
2.45770692891177e+03,1.34117114469915e-04,1.15801177485171e-02
2.45848826226808e+03,1.34202391331553e-04,1.15837982134408e-02
2.45926984401926e+03,1.34287722408243e-04,1.15874798474842e-02
2.46005167424429e+03,1.34373107734444e-04,1.15911626510183e-02
2.46083375302216e+03,1.34458547344637e-04,1.15948466244139e-02
2.46161608043188e+03,1.34544041273322e-04,1.15985317680420e-02
2.46239865655250e+03,1.34629589555024e-04,1.16022180822738e-02
2.46318148146310e+03,1.34715192224288e-04,1.16059055674804e-02
2.46396455524275e+03,1.34800849315683e-04,1.16095942240333e-02
2.46474787797058e+03,1.34886560863798e-04,1.16132840523039e-02
2.46553144972573e+03,1.34972326903244e-04,1.16169750526638e-02
2.46631527058738e+03,1.35058147468655e-04,1.16206672254848e-02
2.46709934063471e+03,1.35144022594688e-04,1.16243605711387e-02
2.46788365994694e+03,1.35229952316018e-04,1.16280550899974e-02
2.46866822860332e+03,1.35315936667347e-04,1.16317507824330e-02
2.46945304668312e+03,1.35401975683396e-04,1.16354476488177e-02
2.47023811426563e+03,1.35488069398909e-04,1.16391456895238e-02
2.47102343143018e+03,1.35574217848651e-04,1.16428449049236e-02
2.47180899825610e+03,1.35660421067411e-04,1.16465452953898e-02
2.47259481482276e+03,1.35746679089998e-04,1.16502468612950e-02
2.47338088120957e+03,1.35832991951245e-04,1.16539496030120e-02
2.47416719749595e+03,1.35919359686006e-04,1.16576535209136e-02
2.47495376376133e+03,1.36005782329157e-04,1.16613586153728e-02
2.47574058008519e+03,1.36092259915597e-04,1.16650648867629e-02
2.47652764654703e+03,1.36178792480247e-04,1.16687723354570e-02
2.47731496322637e+03,1.36265380058050e-04,1.16724809618284e-02
2.47810253020276e+03,1.36352022683970e-04,1.16761907662508e-02
2.47889034755576e+03,1.36438720392996e-04,1.16799017490976e-02
2.47967841536498e+03,1.36525473220136e-04,1.16836139107426e-02
2.48046673371003e+03,1.36612281200422e-04,1.16873272515596e-02
2.48125530267058e+03,1.36699144368909e-04,1.16910417719226e-02
2.48204412232628e+03,1.36786062760673e-04,1.16947574722056e-02
2.48283319275684e+03,1.36873036410812e-04,1.16984743527828e-02
2.48362251404199e+03,1.36960065354448e-04,1.17021924140285e-02
2.48441208626147e+03,1.37047149626723e-04,1.17059116563172e-02
2.48520190949506e+03,1.37134289262803e-04,1.17096320800233e-02
2.48599198382255e+03,1.37221484297876e-04,1.17133536855216e-02
2.48678230932378e+03,1.37308734767152e-04,1.17170764731868e-02
2.48757288607860e+03,1.37396040705863e-04,1.17208004433939e-02
2.48836371416687e+03,1.37483402149266e-04,1.17245255965177e-02
2.48915479366851e+03,1.37570819132636e-04,1.17282519329335e-02
2.48994612466344e+03,1.37658291691274e-04,1.17319794530166e-02
2.49073770723161e+03,1.37745819860502e-04,1.17357081571422e-02
2.49152954145301e+03,1.37833403675665e-04,1.17394380456858e-02
2.49232162740762e+03,1.37921043172129e-04,1.17431691190232e-02
2.49311396517549e+03,1.38008738385285e-04,1.17469013775299e-02
2.49390655483667e+03,1.38096489350544e-04,1.17506348215819e-02
2.49469939647124e+03,1.38184296103341e-04,1.17543694515551e-02
2.49549249015930e+03,1.38272158679132e-04,1.17581052678255e-02
2.49628583598098e+03,1.38360077113398e-04,1.17618422707695e-02
2.49707943401644e+03,1.38448051441640e-04,1.17655804607632e-02
2.49787328434586e+03,1.38536081699383e-04,1.17693198381831e-02
2.49866738704945e+03,1.38624167922175e-04,1.17730604034059e-02
2.49946174220744e+03,1.38712310145585e-04,1.17768021568081e-02
2.50025634990009e+03,1.38800508405205e-04,1.17805450987665e-02
2.50105121020769e+03,1.38888762736651e-04,1.17842892296581e-02
2.50184632321053e+03,1.38977073175559e-04,1.17880345498599e-02
2.50264168898897e+03,1.39065439757591e-04,1.17917810597490e-02
2.50343730762335e+03,1.39153862518430e-04,1.17955287597028e-02
2.50423317919406e+03,1.39242341493780e-04,1.17992776500985e-02
2.50502930378152e+03,1.39330876719370e-04,1.18030277313138e-02
2.50582568146615e+03,1.39419468230951e-04,1.18067790037262e-02
2.50662231232844e+03,1.39508116064297e-04,1.18105314677134e-02
2.50741919644885e+03,1.39596820255204e-04,1.18142851236534e-02
2.50821633390791e+03,1.39685580839491e-04,1.18180399719241e-02
2.50901372478615e+03,1.39774397853000e-04,1.18217960129036e-02
2.50981136916415e+03,1.39863271331595e-04,1.18255532469702e-02
2.51060926712248e+03,1.39952201311165e-04,1.18293116745022e-02
2.51140741874177e+03,1.40041187827619e-04,1.18330712958780e-02
2.51220582410266e+03,1.40130230916891e-04,1.18368321114762e-02
2.51300448328581e+03,1.40219330614935e-04,1.18405941216755e-02
2.51380339637192e+03,1.40308486957732e-04,1.18443573268548e-02
2.51460256344171e+03,1.40397699981282e-04,1.18481217273930e-02
2.51540198457592e+03,1.40486969721609e-04,1.18518873236691e-02
2.51620165985532e+03,1.40576296214762e-04,1.18556541160623e-02
2.51700158936071e+03,1.40665679496811e-04,1.18594221049519e-02
2.51780177317291e+03,1.40755119603847e-04,1.18631912907174e-02
2.51860221137276e+03,1.40844616571988e-04,1.18669616737382e-02
2.51940290404114e+03,1.40934170437373e-04,1.18707332543940e-02
2.52020385125895e+03,1.41023781236163e-04,1.18745060330646e-02
2.52100505310711e+03,1.41113449004543e-04,1.18782800101300e-02
2.52180650966657e+03,1.41203173778721e-04,1.18820551859700e-02
2.52260822101831e+03,1.41292955594929e-04,1.18858315609648e-02
2.52341018724332e+03,1.41382794489419e-04,1.18896091354948e-02
2.52421240842264e+03,1.41472690498469e-04,1.18933879099402e-02
2.52501488463732e+03,1.41562643658379e-04,1.18971678846816e-02
2.52581761596843e+03,1.41652654005472e-04,1.19009490600996e-02
2.52662060249709e+03,1.41742721576094e-04,1.19047314365749e-02
2.52742384430441e+03,1.41832846406614e-04,1.19085150144884e-02
2.52822734147157e+03,1.41923028533425e-04,1.19122997942210e-02
2.52903109407973e+03,1.42013267992941e-04,1.19160857761538e-02
2.52983510221011e+03,1.42103564821602e-04,1.19198729606681e-02
2.53063936594394e+03,1.42193919055869e-04,1.19236613481452e-02
2.53144388536248e+03,1.42284330732227e-04,1.19274509389666e-02
2.53224866054702e+03,1.42374799887184e-04,1.19312417335138e-02
2.53305369157886e+03,1.42465326557271e-04,1.19350337321685e-02
2.53385897853934e+03,1.42555910779042e-04,1.19388269353125e-02
2.53466452150983e+03,1.42646552589076e-04,1.19426213433279e-02
2.53547032057171e+03,1.42737252023973e-04,1.19464169565965e-02
2.53627637580640e+03,1.42828009120357e-04,1.19502137755007e-02
2.53708268729534e+03,1.42918823914875e-04,1.19540118004227e-02
2.53788925512000e+03,1.43009696444199e-04,1.19578110317450e-02
2.53869607936186e+03,1.43100626745022e-04,1.19616114698500e-02
2.53950316010244e+03,1.43191614854061e-04,1.19654131151205e-02
2.54031049742329e+03,1.43282660808057e-04,1.19692159679391e-02
2.54111809140599e+03,1.43373764643775e-04,1.19730200286889e-02
2.54192594213211e+03,1.43464926398000e-04,1.19768252977529e-02
2.54273404968329e+03,1.43556146107545e-04,1.19806317755142e-02
2.54354241414118e+03,1.43647423809242e-04,1.19844394623560e-02
2.54435103558744e+03,1.43738759539949e-04,1.19882483586617e-02
2.54515991410378e+03,1.43830153336548e-04,1.19920584648149e-02
2.54596904977192e+03,1.43921605235942e-04,1.19958697811992e-02
2.54677844267361e+03,1.44013115275059e-04,1.19996823081983e-02
2.54758809289064e+03,1.44104683490850e-04,1.20034960461961e-02
2.54839800050480e+03,1.44196309920290e-04,1.20073109955766e-02
2.54920816559793e+03,1.44287994600378e-04,1.20111271567240e-02
2.55001858825187e+03,1.44379737568133e-04,1.20149445300223e-02
2.55082926854852e+03,1.44471538860602e-04,1.20187631158560e-02
2.55164020656977e+03,1.44563398514854e-04,1.20225829146096e-02
2.55245140239757e+03,1.44655316567980e-04,1.20264039266677e-02
2.55326285611387e+03,1.44747293057097e-04,1.20302261524150e-02
2.55407456780066e+03,1.44839328019343e-04,1.20340495922363e-02
2.55488653753994e+03,1.44931421491881e-04,1.20378742465165e-02
2.55569876541377e+03,1.45023573511899e-04,1.20417001156409e-02
2.55651125150419e+03,1.45115784116606e-04,1.20455271999945e-02
